Name,Condition,RecP,Total Count,Recommendations,Acrive Ingredients,Uses,
Mucinex,"Cough/Cold/Flu Combinations, Solid Formulations",26%,2895876,752927.76,"In each tablet:
Dextromethorphan HBr 30 mg; cough suppressant
Guaifenesin 600 mg; expectorant","['helps loosen phlegm (mucus) and thin bronchial secretions to rid the bronchial passageways of bothersome mucus and make coughs more productive', 'temporarily relieves:\r\n\t\t\n\r\n\t\t\t\tcough due to minor throat and bronchial irritation as may occur with the common cold or inhaled irritants\n\r\n\t\t\t\tthe intensity of coughing\n\r\n\t\t\t\tthe impulse to cough to help you get to sleep', 'cough due to minor throat and bronchial irritation as may occur with the common cold or inhaled irritants', 'the intensity of coughing', 'the impulse to cough to help you get to sleep']",
Sudafed PE (phenylephrine),"Decongestants, Oral",9 %,2553500,229815,"In each caplet:

	Acetaminophen 325 mg; pain reliever/fever reducer

	Phenylephrine HCl 5 mg; nasal decongestant","['temporarily relieves these symptoms associated with hay fever or other respiratory allergies, and the common cold:\r\n\t\t\n\r\n\t\t\t\tsinus congestion and pressure\n\r\n\t\t\t\theadache\n\r\n\t\t\t\tminor aches and pains\n\r\n\t\t\t\tnasal congestion', 'sinus congestion and pressure', 'headache', 'minor aches and pains', 'nasal congestion', 'promotes sinus drainage', 'temporarily reduces fever']",
Sudafed PE (phenylephrine),"Decongestants, Oral",9 %,2553500,229815,"In each caplet:

	cetaminophen 325 mg; pain reliever/fever reducer

	Dextromethorphan HBr 10 mg; cough suppressant

	Guaifenesin 100 mg; expectorant

	Phenylephrine HCl 5 mg; nasal decongestant","['temporarily relieves these symptoms due to the common cold:\r\n\t\t\n\r\n\t\t\t\tnasal congestion\n\r\n\t\t\t\theadache\n\r\n\t\t\t\tminor aches and pains\n\r\n\t\t\t\tcough\n\r\n\t\t\t\tsore throat', 'nasal congestion', 'headache', 'minor aches and pains', 'cough', 'sore throat', 'helps loosen phlegm (mucus) and thin bronchial secretions to drain bronchial tubes and make coughs more productive', 'temporarily reduces fever']",
Sudafed PE (phenylephrine),"Decongestants, Oral",9 %,2553500,229815,"In each caplet:
	Acetaminophen 325 mg; pain reliever/fever reducer

	Dextromethorphan HBr 10 mg; cough suppressant

	Phenylephrine HCl 5 mg; nasal decongestant","['temporarily relieves these common cold/flu symptoms:\r\n\t\t\n\r\n\t\t\t\tsinus congestion and pressure\n\r\n\t\t\t\tnasal congestion\n\r\n\t\t\t\tcough\n\r\n\t\t\t\tsore throat\n\r\n\t\t\t\tminor aches and pains\n\r\n\t\t\t\theadache', 'sinus congestion and pressure', 'nasal congestion', 'cough', 'sore throat', 'minor aches and pains', 'headache', 'promotes nasal and sinus drainage', 'temporarily reduces fever']",
Sudafed PE (phenylephrine),"Decongestants, Oral",9 %,2553500,229815,"In each caplet:

	Acetaminophen 325 mg; pain reliever/fever reducer

	Guaifenesin 200 mg; expectorant

	Phenylephrine HCl 5 mg; nasal decongestant","['temporarily relieves these symptoms associated with hay fever or other respiratory allergies, and the common cold:\r\n\t\t\n\r\n\t\t\t\tsinus congestion and pressure\n\r\n\t\t\t\theadache\n\r\n\t\t\t\tminor aches and pains\n\r\n\t\t\t\tnasal congestion', 'sinus congestion and pressure', 'headache', 'minor aches and pains', 'nasal congestion', 'helps loosen phlegm (mucus) and thin bronchial secretions to rid the bronchial passageways of bothersome mucus and make coughs more productive', 'temporarily reduces fever']",
Claritin-D,"Decongestants, Oral",9 %,2553500,229815,,,
Claritin-D,"Decongestants, Oral",9 %,2553500,229815,"In each tablet:
Loratadine 5 mg; antihistamine
Pseudoephedrine sulfate 120 mg; nasal decongestant","['Temporarily relieves these symptoms due to hay fever or other upper respiratory allergies:\r\n\t\t\n\r\n\t\t\t\tsneezing\n\r\n\t\t\t\titchy, watery eyes\n\r\n\t\t\t\trunny nose\n\r\n\t\t\t\titching of the nose or throat', 'sneezing', 'itchy, watery eyes', 'runny nose', 'itching of the nose or throat', 'Temporarily relieves nasal congestion due to the common cold, hay fever or other upper respiratory allergies', 'Reduces swelling of nasal passages', 'Temporarily relieves sinus congestion and pressure', 'Temporarily restores freer breathing through the nose']",
Claritin-D,"Decongestants, Oral",9 %,2553500,229815,"In each tablet:
Loratadine 10 mg; antihistamine
Pseudoephedrine sulfate 240 mg; nasal decongestant","['Ttemporarily relieves these symptoms due to hay fever or other upper respiratory allergies:\r\n\t\t\n\r\n\t\t\t\tsneezing\n\r\n\t\t\t\titchy, watery eyes\n\r\n\t\t\t\trunny nose\n\r\n\t\t\t\titching of the nose or throat', 'sneezing', 'itchy, watery eyes', 'runny nose', 'itching of the nose or throat', 'Temporarily relieves nasal congestion due to the common cold, hay fever or other upper respiratory allergies', 'Reduces swelling of nasal passages', 'Temporarily relieves sinus congestion and pressure', 'Temporarily restores freer breathing through the nose']",
Mucinex-D,"Decongestants, Oral",10%,2553500,255350,"In each tablet:
Guaifenesin 1200 mg; Expectorant
Pseudoephedrine HCl 120 mg; Nasal Decongestant","['helps loosen phlegm (mucus) and thin bronchial secretions to rid the bronchial passageways of bothersome mucus and make coughs more productive', 'temporarily relieves nasal congestion due to:\r\n\t\t\n\r\n\t\t\t\tcommon cold\n\r\n\t\t\t\thay fever\n\r\n\t\t\t\tupper respiratory allergies', 'common cold', 'hay fever', 'upper respiratory allergies', 'temporarily restores freer breathing through the nose', 'promotes nasal and/or sinus drainage', 'temporarily relieves sinus congestion and pressure']",
Mucinex-D,"Decongestants, Oral",10%,2553500,255350,"In each tablet:
Guaifenesin 600 mg; Expectorant
Pseudoephedrine HCl 60 mg; Nasal Decongestant","['helps loosen phlegm (mucus) and thin bronchial secretions to rid the bronchial passageways of bothersome mucus and make coughs more productive', 'temporarily relieves nasal congestion due to:\r\n\t\t\n\r\n\t\t\t\tcommon cold\n\r\n\t\t\t\thay fever\n\r\n\t\t\t\tupper respiratory allergies', 'common cold', 'hay fever', 'upper respiratory allergies', 'temporarily restores freer breathing through the nose', 'promotes nasal and/or sinus drainage', 'temporarily relieves sinus congestion and pressure']",
Tylenol Sinus,"Decongestants, Oral",1 %,2553500,25535,"In each caplet:

	Acetaminophen 325 mg; Pain reliever/fever reducer

	Guaifenesin 200 mg; Expectorant

	Phenylephrine HCl 5 mg; Nasal decongestant","['temporarily relieves these symptoms associated with hay fever or other respiratory allergies, and the common cold:\r\n\t\t\n\r\n\t\t\t\tsinus congestion and pressure\n\r\n\t\t\t\theadache\n\r\n\t\t\t\tnasal congestion\n\r\n\t\t\t\tminor aches and pains', 'sinus congestion and pressure', 'headache', 'nasal congestion', 'minor aches and pains', 'helps loosen phlegm (mucus) and thin bronchial secretions to make coughs more productive', 'temporarily reduces fever']",
Tylenol Sinus,"Decongestants, Oral",1 %,2553500,25535,"In each caplet:
Acetaminophen 325 mg
Phenylephrine HCl 5 mg","['temporarily relieves these symptoms associated with hay fever or other respiratory allergies, and the common cold:\r\n\t\t\n\r\n\t\t\t\theadache\n\r\n\t\t\t\tsinus congestion and pressure\n\r\n\t\t\t\tnasal congestion\n\r\n\t\t\t\tminor aches and pains', 'headache', 'sinus congestion and pressure', 'nasal congestion', 'minor aches and pains', 'helps decongest sinus openings and passages', 'promotes sinus drainage', 'helps clear nasal passages', 'temporarily reduces fever']",
Sudafed (pseudoephedrine),"Decongestants, Oral",49%,2553500,1251215,"In each tablet:
Pseudoephedrine HCl 240 mg; nasal decongestant","['temporarily relieves nasal congestion due to the common cold, hay fever or other upper respiratory allergies', 'reduces swelling of nasal passages', 'relieves sinus pressure']",
Sudafed (pseudoephedrine),"Decongestants, Oral",49%,2553500,1251215,"In each tablet:
Pseudoephedrine HCl 30 mg; nasal decongestant","['temporarily relieves sinus congestion and pressure', 'temporarily relieves nasal congestion due to the common cold, hay fever or other upper respiratory allergies']",
Sudafed (pseudoephedrine),"Decongestants, Oral",49%,2553500,1251215,"In each tablet:
Pseudoephedrine HCl 120 mg; nasal decongestant","['temporarily relieves nasal congestion due to the common cold, hay fever or other upper respiratory allergies', 'temporarily relieves sinus congestion and pressure']",
Advil Cold & Sinus,Sinus Products,11%,2512121,276333.31,"In each capsule:
Solubilized ibuprofen equal to 200 mg ibuprofen (NSAID)*; Pain reliever/fever reducer
Pseudoephedrine HCl 30 mg; Nasal decongestant
*nonsteroidal anti-inflammatory drug","['headache', 'fever', 'sinus pressure', 'nasal congestion', 'minor body aches and pains']",
Advil Cold & Sinus,Sinus Products,11%,2512121,276333.31,"In each caplet:
Ibuprofen 200 mg (NSAID)*; Pain reliever/fever reducer
Pseudoephedrine HCl 30 mg; Nasal decongestant
*nonsteroidal anti-inflammatory drug","['headache', 'fever', 'sinus pressure', 'nasal congestion', 'minor body aches and pains']",
Allegra-D,Sinus Products,8 %,2512121,200969.68,"In each tablet
Fexofenadine HCI 180 mg; antihistamine
Pseudoephedrine HCI 240 mg; nasal decongestant","['temporarily relieves these symptoms due to hay fever or other upper respiratory allergies:\r\n\t\t\n\r\n\t\t\t\trunny nose\n\r\n\t\t\t\tsneezing\n\r\n\t\t\t\tnasal congestion\n\r\n\t\t\t\titchy, watery eyes\n\r\n\t\t\t\titching of the nose or throat', 'runny nose', 'sneezing', 'nasal congestion', 'itchy, watery eyes', 'itching of the nose or throat', 'reduces swelling of nasal passages', 'temporarily relieves sinus congestion and pressure', 'temporarily restores freer breathing through the nose']",
Allegra-D,Sinus Products,8 %,2512121,200969.68,"In each tablet:
Fexofenadine HCI 60 mg; antihistamine
Pseudoephedrine HCI 120 mg; nasal decongestant","['temporarily relieves these symptoms due to hay fever or other upper respiratory allergies:\r\n\t\t\n\r\n\t\t\t\trunny nose\n\r\n\t\t\t\tsneezing\n\r\n\t\t\t\tnasal congestion\n\r\n\t\t\t\titchy, watery eyes\n\r\n\t\t\t\titching of the nose or throat', 'runny nose', 'sneezing', 'nasal congestion', 'itchy, watery eyes', 'itching of the nose or throat', 'reduces swelling of nasal passages', 'temporarily relieves sinus congestion and pressure', 'temporarily restores freer breathing through the nose']",
Sudafed PE (phenylephrine),Sinus Products,5 %,2512121,125606.05,"In each caplet:

	Acetaminophen 325 mg; pain reliever/fever reducer

	Guaifenesin 200 mg; expectorant

	Phenylephrine HCl 5 mg; nasal decongestant","['temporarily relieves these symptoms associated with hay fever or other respiratory allergies, and the common cold:\r\n\t\t\n\r\n\t\t\t\tsinus congestion and pressure\n\r\n\t\t\t\theadache\n\r\n\t\t\t\tminor aches and pains\n\r\n\t\t\t\tnasal congestion', 'sinus congestion and pressure', 'headache', 'minor aches and pains', 'nasal congestion', 'helps loosen phlegm (mucus) and thin bronchial secretions to rid the bronchial passageways of bothersome mucus and make coughs more productive', 'temporarily reduces fever']",
Sudafed PE (phenylephrine),Sinus Products,5 %,2512121,125606.05,"In each caplet:

	Acetaminophen 325 mg; pain reliever/fever reducer

	Phenylephrine HCl 5 mg; nasal decongestant","['temporarily relieves these symptoms associated with hay fever or other respiratory allergies, and the common cold:\r\n\t\t\n\r\n\t\t\t\tsinus congestion and pressure\n\r\n\t\t\t\theadache\n\r\n\t\t\t\tminor aches and pains\n\r\n\t\t\t\tnasal congestion', 'sinus congestion and pressure', 'headache', 'minor aches and pains', 'nasal congestion', 'promotes sinus drainage', 'temporarily reduces fever']",
Sudafed PE (phenylephrine),Sinus Products,5 %,2512121,125606.05,"In each caplet:
	Acetaminophen 325 mg; pain reliever/fever reducer

	Dextromethorphan HBr 10 mg; cough suppressant

	Phenylephrine HCl 5 mg; nasal decongestant","['temporarily relieves these common cold/flu symptoms:\r\n\t\t\n\r\n\t\t\t\tsinus congestion and pressure\n\r\n\t\t\t\tnasal congestion\n\r\n\t\t\t\tcough\n\r\n\t\t\t\tsore throat\n\r\n\t\t\t\tminor aches and pains\n\r\n\t\t\t\theadache', 'sinus congestion and pressure', 'nasal congestion', 'cough', 'sore throat', 'minor aches and pains', 'headache', 'promotes nasal and sinus drainage', 'temporarily reduces fever']",
Sudafed PE (phenylephrine),Sinus Products,5 %,2512121,125606.05,"In each caplet:

	cetaminophen 325 mg; pain reliever/fever reducer

	Dextromethorphan HBr 10 mg; cough suppressant

	Guaifenesin 100 mg; expectorant

	Phenylephrine HCl 5 mg; nasal decongestant","['temporarily relieves these symptoms due to the common cold:\r\n\t\t\n\r\n\t\t\t\tnasal congestion\n\r\n\t\t\t\theadache\n\r\n\t\t\t\tminor aches and pains\n\r\n\t\t\t\tcough\n\r\n\t\t\t\tsore throat', 'nasal congestion', 'headache', 'minor aches and pains', 'cough', 'sore throat', 'helps loosen phlegm (mucus) and thin bronchial secretions to drain bronchial tubes and make coughs more productive', 'temporarily reduces fever']",
Claritin-D,Sinus Products,17%,2512121,427060.57,"In each tablet:
Loratadine 10 mg; antihistamine
Pseudoephedrine sulfate 240 mg; nasal decongestant","['Ttemporarily relieves these symptoms due to hay fever or other upper respiratory allergies:\r\n\t\t\n\r\n\t\t\t\tsneezing\n\r\n\t\t\t\titchy, watery eyes\n\r\n\t\t\t\trunny nose\n\r\n\t\t\t\titching of the nose or throat', 'sneezing', 'itchy, watery eyes', 'runny nose', 'itching of the nose or throat', 'Temporarily relieves nasal congestion due to the common cold, hay fever or other upper respiratory allergies', 'Reduces swelling of nasal passages', 'Temporarily relieves sinus congestion and pressure', 'Temporarily restores freer breathing through the nose']",
Claritin-D,Sinus Products,17%,2512121,427060.57,"In each tablet:
Loratadine 5 mg; antihistamine
Pseudoephedrine sulfate 120 mg; nasal decongestant","['Temporarily relieves these symptoms due to hay fever or other upper respiratory allergies:\r\n\t\t\n\r\n\t\t\t\tsneezing\n\r\n\t\t\t\titchy, watery eyes\n\r\n\t\t\t\trunny nose\n\r\n\t\t\t\titching of the nose or throat', 'sneezing', 'itchy, watery eyes', 'runny nose', 'itching of the nose or throat', 'Temporarily relieves nasal congestion due to the common cold, hay fever or other upper respiratory allergies', 'Reduces swelling of nasal passages', 'Temporarily relieves sinus congestion and pressure', 'Temporarily restores freer breathing through the nose']",
Tylenol Sinus,Sinus Products,2 %,2512121,50242.42,"In each caplet:

	Acetaminophen 325 mg; Pain reliever/fever reducer

	Guaifenesin 200 mg; Expectorant

	Phenylephrine HCl 5 mg; Nasal decongestant","['temporarily relieves these symptoms associated with hay fever or other respiratory allergies, and the common cold:\r\n\t\t\n\r\n\t\t\t\tsinus congestion and pressure\n\r\n\t\t\t\theadache\n\r\n\t\t\t\tnasal congestion\n\r\n\t\t\t\tminor aches and pains', 'sinus congestion and pressure', 'headache', 'nasal congestion', 'minor aches and pains', 'helps loosen phlegm (mucus) and thin bronchial secretions to make coughs more productive', 'temporarily reduces fever']",
Tylenol Sinus,Sinus Products,2 %,2512121,50242.42,"In each caplet:
Acetaminophen 325 mg
Phenylephrine HCl 5 mg","['temporarily relieves these symptoms associated with hay fever or other respiratory allergies, and the common cold:\r\n\t\t\n\r\n\t\t\t\theadache\n\r\n\t\t\t\tsinus congestion and pressure\n\r\n\t\t\t\tnasal congestion\n\r\n\t\t\t\tminor aches and pains', 'headache', 'sinus congestion and pressure', 'nasal congestion', 'minor aches and pains', 'helps decongest sinus openings and passages', 'promotes sinus drainage', 'helps clear nasal passages', 'temporarily reduces fever']",
Sudafed (pseudoephedrine),Sinus Products,43%,2512121,1080212.03,"In each tablet:
Pseudoephedrine HCl 30 mg; nasal decongestant","['temporarily relieves sinus congestion and pressure', 'temporarily relieves nasal congestion due to the common cold, hay fever or other upper respiratory allergies']",
Sudafed (pseudoephedrine),Sinus Products,43%,2512121,1080212.03,"In each tablet:
Pseudoephedrine HCl 120 mg; nasal decongestant","['temporarily relieves nasal congestion due to the common cold, hay fever or other upper respiratory allergies', 'temporarily relieves sinus congestion and pressure']",
Sudafed (pseudoephedrine),Sinus Products,43%,2512121,1080212.03,"In each tablet:
Pseudoephedrine HCl 240 mg; nasal decongestant","['temporarily relieves nasal congestion due to the common cold, hay fever or other upper respiratory allergies', 'reduces swelling of nasal passages', 'relieves sinus pressure']",
Sambucol Cold & Flu Relief,Homeopathic Flu Products,19%,664358,126228.02,"Bryonia 6X, Chamomilla 6X, Gelsemium Sempervirens 6X, 12X, 30X, Passiflora Incarnata 6X, Sambucus Nigra 4X, 6X, Silicea 12X, Sulphur 12X, Zincum Gluconicum 3X, Water USP QS.","['Sinus congestion', 'Cough', 'Aches & pains', 'Fever & chills', 'Sore throat', 'Sleeplessness', 'Headache']",
Sambucol Cold & Flu Relief,Homeopathic Flu Products,19%,664358,126228.02,"Bryonia 6X, Gelsemium Sempervirens 6X, 12X, 30X, Sambucus Nigra 3X, 6X, Sulphur 12X, Zincum Gluconicum 2X, 6X",,
Afrin,"Decongestants, Nasal (Spray)",77%,1018878,784536.06,Oxymetazoline hydrochloride 0.05%, nasal decongestant,"['temporarily relieves nasal congestion due to:\r\n\t\t\n\r\n\t\t\t\tcommon cold\n\r\n\t\t\t\thay fever\n\r\n\t\t\t\tupper respiratory allergies', 'common cold', 'hay fever', 'upper respiratory allergies', 'temporarily relieves sinus congestion and pressure', 'shrinks swollen nasal membranes so you can breathe more freely']"
